基金名稱,名次,券商,總手續費,總手續費占比,交易金額,股票手續費,平均手續費率,投信,主基金名稱
施羅德台美雙利多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),3,國泰綜合證券,381946,14.13%,477672475,381946,0.08%,施羅德投信,施羅德台美雙利多重資產基金
施羅德台美雙利多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),4,永豐金證券,367671,13.60%,432680479,367671,0.08%,施羅德投信,施羅德台美雙利多重資產基金
施羅德台美雙利多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),5,國票綜合證券,354949,13.13%,417628000,354949,0.08%,施羅德投信,施羅德台美雙利多重資產基金
施羅德台灣樂活中小基金,1,國泰綜合證券,948130,13.37%,1185462615,948130,0.08%,施羅德投信,施羅德台灣樂活中小基金
施羅德台灣樂活中小基金,2,大和國泰證券,990868,13.97%,1166145420,990868,0.08%,施羅德投信,施羅德台灣樂活中小基金
施羅德台灣樂活中小基金,3,元大證券,985052,13.89%,1159357000,985052,0.08%,施羅德投信,施羅德台灣樂活中小基金
施羅德台灣樂活中小基金,4,國票綜合證券,828850,11.69%,975309440,828850,0.08%,施羅德投信,施羅德台灣樂活中小基金
施羅德台灣樂活中小基金,5,永豐金證券,777099,10.96%,914375080,777099,0.08%,施羅德投信,施羅德台灣樂活中小基金
施羅德全週期成長多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),1,MERRILL LYNCH AND CO INC NY,8782,4.55%,155026974,7596,0.00%,施羅德投信,施羅德全週期成長多重資產基金
施羅德全週期成長多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2,SCHRODER INV MGM,0,0.00%,0,0,0.00%,施羅德投信,施羅德全週期成長多重資產基金
施羅德全週期成長多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),3,CITADEL,0,0.00%,0,0,0.00%,施羅德投信,施羅德全週期成長多重資產基金
施羅德全週期成長多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),4,GOLDMAN SACHS INTERNATIONAL LONDON,31038,16.08%,227842882,31038,0.01%,施羅德投信,施羅德全週期成長多重資產基金
施羅德全週期成長多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),5,NOMURA INTL PLC LONDON,0,0.00%,0,0,0.00%,施羅德投信,施羅德全週期成長多重資產基金
街口台灣基金,1,永豐金證券,622171,19.21%,691909602,622171,0.09%,街口投信,街口台灣基金
街口台灣基金,2,台新證券,451693,13.94%,502058510,451693,0.09%,街口投信,街口台灣基金
街口台灣基金,3,凱基證券,282363,8.72%,313853145,282363,0.09%,街口投信,街口台灣基金
街口台灣基金,4,國票綜合證券,233963,7.22%,260116633,233963,0.09%,街口投信,街口台灣基金
街口台灣基金,5,群益金鼎證券,204827,6.32%,227671850,204827,0.09%,街口投信,街口台灣基金
街口全球時尚精品基金,1,凱基證券,26964,10.26%,29990800,26964,0.09%,街口投信,街口全球時尚精品基金
街口全球時尚精品基金,2,OKASAN,44503,16.93%,29667345,44503,0.15%,街口投信,街口全球時尚精品基金
街口全球時尚精品基金,3,統一綜合證券,32795,12.48%,27327828,32795,0.12%,街口投信,街口全球時尚精品基金
街口全球時尚精品基金,4,國泰綜合證券,31531,12.00%,24543508,31531,0.13%,街口投信,街口全球時尚精品基金
街口全球時尚精品基金,5,富邦證券,30548,11.62%,22397777,30548,0.14%,街口投信,街口全球時尚精品基金
街口中小型基金,1,永豐金證券,419033,20.11%,465747385,419033,0.09%,街口投信,街口中小型基金
街口中小型基金,2,台新證券,364343,17.49%,404882050,364343,0.09%,街口投信,街口中小型基金
街口中小型基金,3,中信證券,155980,7.49%,173350625,155980,0.09%,街口投信,街口中小型基金
街口中小型基金,4,凱基證券,155092,7.44%,172368250,155092,0.09%,街口投信,街口中小型基金
街口中小型基金,5,國票綜合證券,125856,6.04%,139855500,125856,0.09%,街口投信,街口中小型基金
富蘭克林華美臺灣ESG永續高息ETF基金,1,永豐金證券,1593285,17.75%,1992445240,1593285,0.08%,富蘭克林華美投信,富蘭克林華美臺灣ESG永續高息ETF基金
富蘭克林華美臺灣ESG永續高息ETF基金,2,凱基證券,1190347,13.26%,1488665050,1190347,0.08%,富蘭克林華美投信,富蘭克林華美臺灣ESG永續高息ETF基金
富蘭克林華美臺灣ESG永續高息ETF基金,3,富邦證券,1024626,11.42%,1464124500,1024626,0.07%,富蘭克林華美投信,富蘭克林華美臺灣ESG永續高息ETF基金
富蘭克林華美臺灣ESG永續高息ETF基金,4,中信證券,866853,9.66%,1239192800,866853,0.07%,富蘭克林華美投信,富蘭克林華美臺灣ESG永續高息ETF基金
富蘭克林華美臺灣ESG永續高息ETF基金,5,兆豐證券,736743,8.21%,1228547150,736743,0.06%,富蘭克林華美投信,富蘭克林華美臺灣ESG永續高息ETF基金
富蘭克林華美20年期以上BBB投資級美元公司債ETF基金 (本基金之配息來源可能為收益平準金),1,JANE STREET,0,0.00%,0,0,0.00%,富蘭克林華美投信,富蘭克林華美20年期以上BBB投資級美元公司債ETF基金
富蘭克林華美20年期以上BBB投資級美元公司債ETF基金 (本基金之配息來源可能為收益平準金),2,國泰綜合證券,0,0.00%,0,0,0.00%,富蘭克林華美投信,富蘭克林華美20年期以上BBB投資級美元公司債ETF基金
富蘭克林華美20年期以上BBB投資級美元公司債ETF基金 (本基金之配息來源可能為收益平準金),3,中信證券,0,0.00%,0,0,0.00%,富蘭克林華美投信,富蘭克林華美20年期以上BBB投資級美元公司債ETF基金
富蘭克林華美20年期以上BBB投資級美元公司債ETF基金 (本基金之配息來源可能為收益平準金),4,nan,0,0.00%,0,0,0.00%,富蘭克林華美投信,富蘭克林華美20年期以上BBB投資級美元公司債ETF基金
富蘭克林華美20年期以上BBB投資級美元公司債ETF基金 (本基金之配息來源可能為收益平準金),5,nan,0,0.00%,0,0,0.00%,富蘭克林華美投信,富蘭克林華美20年期以上BBB投資級美元公司債ETF基金
富蘭克林華美10年期以上投資級美元金融債ETF基金 (本基金之配息來源可能為收益平準金),1,JANE STREET,0,0.00%,0,0,0.00%,富蘭克林華美投信,富蘭克林華美10年期以上投資級美元金融債ETF基金
富蘭克林華美10年期以上投資級美元金融債ETF基金 (本基金之配息來源可能為收益平準金),2,國泰綜合證券,0,0.00%,0,0,0.00%,富蘭克林華美投信,富蘭克林華美10年期以上投資級美元金融債ETF基金
富蘭克林華美10年期以上投資級美元金融債ETF基金 (本基金之配息來源可能為收益平準金),3,nan,0,0.00%,0,0,0.00%,富蘭克林華美投信,富蘭克林華美10年期以上投資級美元金融債ETF基金
富蘭克林華美10年期以上投資級美元金融債ETF基金 (本基金之配息來源可能為收益平準金),4,nan,0,0.00%,0,0,0.00%,富蘭克林華美投信,富蘭克林華美10年期以上投資級美元金融債ETF基金
富蘭克林華美10年期以上投資級美元金融債ETF基金 (本基金之配息來源可能為收益平準金),5,nan,0,0.00%,0,0,0.00%,富蘭克林華美投信,富蘭克林華美10年期以上投資級美元金融債ETF基金
富蘭克林華美美國收益多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),1,MIZUHO SECURITIES USA INC,0,0.00%,0,0,0.00%,富蘭克林華美投信,富蘭克林華美美國收益多重資產基金
富蘭克林華美美國收益多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2,NOMURA SECURITIES INTERNA,0,0.00%,0,0,0.00%,富蘭克林華美投信,富蘭克林華美美國收益多重資產基金
富蘭克林華美美國收益多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),3,TD COWEN,273732,72.71%,2341034208,273732,0.01%,富蘭克林華美投信,富蘭克林華美美國收益多重資產基金
富蘭克林華美美國收益多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),4,群益金鼎證券,0,0.00%,0,0,0.00%,富蘭克林華美投信,富蘭克林華美美國收益多重資產基金
富蘭克林華美美國收益多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),5,BTIG LLC,70041,18.60%,735770747,70041,0.01%,富蘭克林華美投信,富蘭克林華美美國收益多重資產基金
富蘭克林華美第一富基金,1,元大證券,2020309,18.54%,2525779322,2020309,0.08%,富蘭克林華美投信,富蘭克林華美第一富基金
富蘭克林華美第一富基金,2,永豐金證券,1418110,13.02%,1772893500,1418110,0.08%,富蘭克林華美投信,富蘭克林華美第一富基金
富蘭克林華美第一富基金,3,富邦證券,1141479,10.48%,1631272950,1141479,0.07%,富蘭克林華美投信,富蘭克林華美第一富基金
富蘭克林華美第一富基金,4,凱基證券,1219526,11.19%,1524612000,1219526,0.08%,富蘭克林華美投信,富蘭克林華美第一富基金
富蘭克林華美第一富基金,5,國票綜合證券,1007179,9.24%,1439357000,1007179,0.07%,富蘭克林華美投信,富蘭克林華美第一富基金
富蘭克林華美中華基金,1,國泰海通證券,144291,13.55%,143118550,144291,0.10%,富蘭克林華美投信,富蘭克林華美中華基金
富蘭克林華美中華基金,2,永豐金證券,168513,15.82%,134526438,168513,0.13%,富蘭克林華美投信,富蘭克林華美中華基金
富蘭克林華美中華基金,3,凱基證券,159090,14.94%,104932663,159090,0.15%,富蘭克林華美投信,富蘭克林華美中華基金
富蘭克林華美中華基金,4,國信證券,102758,9.65%,98413365,102758,0.10%,富蘭克林華美投信,富蘭克林華美中華基金
富蘭克林華美中華基金,5,統一綜合證券,93262,8.76%,92377782,93262,0.10%,富蘭克林華美投信,富蘭克林華美中華基金
富蘭克林華美中國消費基金,1,永豐金證券,898414,15.96%,815569367,898414,0.11%,富蘭克林華美投信,富蘭克林華美中國消費基金
富蘭克林華美中國消費基金,2,富邦證券,726749,12.91%,694211396,726749,0.10%,富蘭克林華美投信,富蘭克林華美中國消費基金
富蘭克林華美中國消費基金,3,國泰海通證券,613228,10.89%,600708994,613228,0.10%,富蘭克林華美投信,富蘭克林華美中國消費基金
富蘭克林華美中國消費基金,4,國泰綜合證券,430450,7.64%,472914869,430450,0.09%,富蘭克林華美投信,富蘭克林華美中國消費基金
富蘭克林華美中國消費基金,5,興業證券,417071,7.41%,417054000,417071,0.10%,富蘭克林華美投信,富蘭克林華美中國消費基金
富蘭克林華美台股傘型基金之高科技基金,1,元大證券,488071,14.17%,610220230,488071,0.08%,富蘭克林華美投信,富蘭克林華美台股傘型基金之高科技基金
富蘭克林華美台股傘型基金之高科技基金,2,永豐金證券,417288,12.11%,521736350,417288,0.08%,富蘭克林華美投信,富蘭克林華美台股傘型基金之高科技基金
富蘭克林華美台股傘型基金之高科技基金,3,中信證券,344459,10.00%,492240378,344459,0.07%,富蘭克林華美投信,富蘭克林華美台股傘型基金之高科技基金
富蘭克林華美台股傘型基金之高科技基金,4,國票綜合證券,322278,9.36%,460577390,322278,0.07%,富蘭克林華美投信,富蘭克林華美台股傘型基金之高科技基金
富蘭克林華美台股傘型基金之高科技基金,5,統一綜合證券,309936,9.00%,442946450,309936,0.07%,富蘭克林華美投信,富蘭克林華美台股傘型基金之高科技基金
富蘭克林華美中國傘型基金之中國A股基金,1,國泰海通證券,1361706,19.42%,1350000140,1361706,0.10%,富蘭克林華美投信,富蘭克林華美中國傘型基金之中國A股基金
富蘭克林華美中國傘型基金之中國A股基金,2,國信證券,819987,11.69%,785327989,819987,0.10%,富蘭克林華美投信,富蘭克林華美中國傘型基金之中國A股基金
富蘭克林華美中國傘型基金之中國A股基金,3,興業證券,778610,11.10%,778061630,778610,0.10%,富蘭克林華美投信,富蘭克林華美中國傘型基金之中國A股基金
富蘭克林華美中國傘型基金之中國A股基金,4,中信證券,684781,9.77%,643761665,684781,0.11%,富蘭克林華美投信,富蘭克林華美中國傘型基金之中國A股基金
富蘭克林華美中國傘型基金之中國A股基金,5,統一綜合證券,597823,8.53%,383527038,597823,0.16%,富蘭克林華美投信,富蘭克林華美中國傘型基金之中國A股基金
富蘭克林華美全球成長基金,1,國票綜合證券,142283,13.25%,203382200,142283,0.07%,富蘭克林華美投信,富蘭克林華美全球成長基金
富蘭克林華美全球成長基金,2,國泰綜合證券,215506,20.06%,155589904,215506,0.14%,富蘭克林華美投信,富蘭克林華美全球成長基金
富蘭克林華美全球成長基金,3,統一綜合證券,132961,12.38%,125449882,132961,0.11%,富蘭克林華美投信,富蘭克林華美全球成長基金
富蘭克林華美全球成長基金,4,華南永昌綜合證券,105194,9.79%,105196478,105194,0.10%,富蘭克林華美投信,富蘭克林華美全球成長基金
富蘭克林華美全球成長基金,5,永豐金證券,146764,13.66%,97843950,146764,0.15%,富蘭克林華美投信,富蘭克林華美全球成長基金
富蘭克林華美多重資產收益基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),1,永豐金證券,3129866,18.19%,2328895096,3129866,0.13%,富蘭克林華美投信,富蘭克林華美多重資產收益基金
富蘭克林華美多重資產收益基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2,國泰綜合證券,1717872,9.98%,1759491045,1717872,0.10%,富蘭克林華美投信,富蘭克林華美多重資產收益基金
富蘭克林華美多重資產收益基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),3,統一綜合證券,1606671,9.34%,1746368971,1606671,0.09%,富蘭克林華美投信,富蘭克林華美多重資產收益基金
富蘭克林華美多重資產收益基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),4,元大證券,1378843,8.01%,1720110833,1378843,0.08%,富蘭克林華美投信,富蘭克林華美多重資產收益基金
富蘭克林華美多重資產收益基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),5,凱基證券,1704888,9.91%,1547650015,1704888,0.11%,富蘭克林華美投信,富蘭克林華美多重資產收益基金
富蘭克林華美亞太平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),1,國泰綜合證券,458678,13.24%,381381585,458678,0.12%,富蘭克林華美投信,富蘭克林華美亞太平衡基金
富蘭克林華美亞太平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2,中信證券,195651,5.65%,217340310,195651,0.09%,富蘭克林華美投信,富蘭克林華美亞太平衡基金
富蘭克林華美亞太平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),3,永豐金證券,496222,14.33%,368172033,496222,0.13%,富蘭克林華美投信,富蘭克林華美亞太平衡基金
富蘭克林華美亞太平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),4,富邦證券,481502,13.90%,299924796,481502,0.16%,富蘭克林華美投信,富蘭克林華美亞太平衡基金
富蘭克林華美亞太平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),5,凱基證券,450745,13.01%,251706224,450745,0.18%,富蘭克林華美投信,富蘭克林華美亞太平衡基金
富蘭克林華美全球醫療保健基金,1,國泰綜合證券,101255,17.29%,92722054,101255,0.11%,富蘭克林華美投信,富蘭克林華美全球醫療保健基金
富蘭克林華美全球醫療保健基金,2,富邦證券,134804,23.01%,86956051,134804,0.16%,富蘭克林華美投信,富蘭克林華美全球醫療保健基金
富蘭克林華美全球醫療保健基金,3,元大證券,66782,11.40%,81706770,66782,0.08%,富蘭克林華美投信,富蘭克林華美全球醫療保健基金
富蘭克林華美全球醫療保健基金,4,統一綜合證券,81465,13.91%,81463828,81465,0.10%,富蘭克林華美投信,富蘭克林華美全球醫療保健基金
富蘭克林華美全球醫療保健基金,5,華南永昌綜合證券,49818,8.50%,49818050,49818,0.10%,富蘭克林華美投信,富蘭克林華美全球醫療保健基金
富蘭克林華美新世界股票基金,1,永豐金證券,655369,16.47%,492243210,655369,0.13%,富蘭克林華美投信,富蘭克林華美新世界股票基金
富蘭克林華美新世界股票基金,2,統一綜合證券,405763,10.20%,420886666,405763,0.10%,富蘭克林華美投信,富蘭克林華美新世界股票基金
富蘭克林華美新世界股票基金,3,國泰綜合證券,483007,12.14%,417598461,483007,0.12%,富蘭克林華美投信,富蘭克林華美新世界股票基金
富蘭克林華美新世界股票基金,4,元大證券,295464,7.43%,367177211,295464,0.08%,富蘭克林華美投信,富蘭克林華美新世界股票基金
富蘭克林華美新世界股票基金,5,中信證券,374320,9.41%,361851936,374320,0.10%,富蘭克林華美投信,富蘭克林華美新世界股票基金
富蘭克林華美特別股收益基金 (本基金之配息來源可能為本金),1,中信證券,288304,13.79%,284395630,288304,0.10%,富蘭克林華美投信,富蘭克林華美特別股收益基金
富蘭克林華美特別股收益基金 (本基金之配息來源可能為本金),2,國泰綜合證券,244046,11.67%,244044649,244046,0.10%,富蘭克林華美投信,富蘭克林華美特別股收益基金
富蘭克林華美特別股收益基金 (本基金之配息來源可能為本金),3,永豐金證券,529326,25.31%,352885039,529326,0.15%,富蘭克林華美投信,富蘭克林華美特別股收益基金
富蘭克林華美特別股收益基金 (本基金之配息來源可能為本金),4,華南永昌綜合證券,223875,10.71%,223873843,223875,0.10%,富蘭克林華美投信,富蘭克林華美特別股收益基金
富蘭克林華美特別股收益基金 (本基金之配息來源可能為本金),5,元大證券,181147,8.66%,221863804,181147,0.08%,富蘭克林華美投信,富蘭克林華美特別股收益基金
富蘭克林華美AI新科技基金,1,國泰綜合證券,1153456,14.27%,1143450432,1153456,0.10%,富蘭克林華美投信,富蘭克林華美AI新科技基金
富蘭克林華美AI新科技基金,2,統一綜合證券,1013140,12.54%,1083448501,1013140,0.09%,富蘭克林華美投信,富蘭克林華美AI新科技基金
富蘭克林華美AI新科技基金,3,永豐金證券,1409173,17.44%,1026269604,1409173,0.14%,富蘭克林華美投信,富蘭克林華美AI新科技基金
富蘭克林華美AI新科技基金,4,元大證券,795416,9.84%,986759348,795416,0.08%,富蘭克林華美投信,富蘭克林華美AI新科技基金
富蘭克林華美AI新科技基金,5,凱基證券,828453,10.25%,842348839,828453,0.10%,富蘭克林華美投信,富蘭克林華美AI新科技基金
富蘭克林華美全球潔淨能源ETF基金,1,國泰綜合證券,105262,11.77%,105261873,105262,0.10%,富蘭克林華美投信,富蘭克林華美全球潔淨能源ETF基金
富蘭克林華美全球潔淨能源ETF基金,2,永豐金證券,195335,21.84%,104507487,195335,0.19%,富蘭克林華美投信,富蘭克林華美全球潔淨能源ETF基金
富蘭克林華美全球潔淨能源ETF基金,3,富邦證券,195523,21.86%,88549587,195523,0.22%,富蘭克林華美投信,富蘭克林華美全球潔淨能源ETF基金
富蘭克林華美全球潔淨能源ETF基金,4,中信證券,140034,15.65%,81376855,140034,0.17%,富蘭克林華美投信,富蘭克林華美全球潔淨能源ETF基金
富蘭克林華美全球潔淨能源ETF基金,5,凱基證券,77592,8.67%,77175678,77592,0.10%,富蘭克林華美投信,富蘭克林華美全球潔淨能源ETF基金
富蘭克林華美生技基金,1,中信證券,107376,20.32%,102370691,107376,0.10%,富蘭克林華美投信,富蘭克林華美生技基金
富蘭克林華美生技基金,2,統一綜合證券,69157,13.08%,69157895,69157,0.10%,富蘭克林華美投信,富蘭克林華美生技基金
富蘭克林華美生技基金,3,富邦證券,75362,14.26%,62082202,75362,0.12%,富蘭克林華美投信,富蘭克林華美生技基金
富蘭克林華美生技基金,4,元大證券,44726,8.46%,52346017,44726,0.09%,富蘭克林華美投信,富蘭克林華美生技基金
富蘭克林華美生技基金,5,國泰綜合證券,49667,9.40%,49626660,49667,0.10%,富蘭克林華美投信,富蘭克林華美生技基金
富蘭克林華美臺灣Smart ETF基金,1,永豐金證券,2386466,31.82%,2984320370,2386466,0.08%,富蘭克林華美投信,富蘭克林華美臺灣Smart ETF基金
富蘭克林華美臺灣Smart ETF基金,2,富邦證券,1476765,19.69%,2110352070,1476765,0.07%,富蘭克林華美投信,富蘭克林華美臺灣Smart ETF基金
富蘭克林華美臺灣Smart ETF基金,3,凱基證券,1418656,18.92%,1774262942,1418656,0.08%,富蘭克林華美投信,富蘭克林華美臺灣Smart ETF基金
富蘭克林華美臺灣Smart ETF基金,4,中信證券,574940,7.67%,821557300,574940,0.07%,富蘭克林華美投信,富蘭克林華美臺灣Smart ETF基金
富蘭克林華美臺灣Smart ETF基金,5,兆豐證券,332129,4.43%,553846830,332129,0.06%,富蘭克林華美投信,富蘭克林華美臺灣Smart ETF基金
富蘭克林華美全球基礎建設收益基金 (本基金之配息來源可能為本金),1,永豐金證券,666219,17.57%,444145952,666219,0.15%,富蘭克林華美投信,富蘭克林華美全球基礎建設收益基金
富蘭克林華美全球基礎建設收益基金 (本基金之配息來源可能為本金),2,中信證券,1263237,33.32%,406835643,1263237,0.31%,富蘭克林華美投信,富蘭克林華美全球基礎建設收益基金
富蘭克林華美全球基礎建設收益基金 (本基金之配息來源可能為本金),3,統一綜合證券,309656,8.17%,309655922,309656,0.10%,富蘭克林華美投信,富蘭克林華美全球基礎建設收益基金
富蘭克林華美全球基礎建設收益基金 (本基金之配息來源可能為本金),4,國泰綜合證券,379843,10.02%,305140954,379843,0.12%,富蘭克林華美投信,富蘭克林華美全球基礎建設收益基金
富蘭克林華美全球基礎建設收益基金 (本基金之配息來源可能為本金),5,富邦證券,417062,11.00%,219059089,417062,0.19%,富蘭克林華美投信,富蘭克林華美全球基礎建設收益基金
台新日本半導體ETF基金 (基金之配息來源可能為收益平準金),1,台新證券,1535080,30.63%,1918846756,1535080,0.08%,台新投信,台新日本半導體ETF基金
台新日本半導體ETF基金 (基金之配息來源可能為收益平準金),2,兆豐證券,869749,17.35%,1087185558,869749,0.08%,台新投信,台新日本半導體ETF基金
台新日本半導體ETF基金 (基金之配息來源可能為收益平準金),3,統一綜合證券,516630,10.31%,645787726,516630,0.08%,台新投信,台新日本半導體ETF基金
台新日本半導體ETF基金 (基金之配息來源可能為收益平準金),4,凱基證券,446030,8.90%,557536938,446030,0.08%,台新投信,台新日本半導體ETF基金
台新日本半導體ETF基金 (基金之配息來源可能為收益平準金),5,永豐金證券,331262,6.61%,414087333,331262,0.08%,台新投信,台新日本半導體ETF基金
台新美日台半導體基金,1,台新證券,1226435,18.78%,1459755799,1226435,0.08%,台新投信,台新美日台半導體基金
台新美日台半導體基金,2,中信證券,1078697,16.51%,1078703093,1078697,0.10%,台新投信,台新美日台半導體基金
台新美日台半導體基金,3,統一綜合證券,896424,13.72%,889975922,896424,0.10%,台新投信,台新美日台半導體基金
台新美日台半導體基金,4,元大證券,955547,14.63%,786530052,955547,0.12%,台新投信,台新美日台半導體基金
台新美日台半導體基金,5,永豐金證券,751520,11.50%,751521069,751520,0.10%,台新投信,台新美日台半導體基金
台新臺灣AI優息動能ETF基金,1,台新證券,222572,21.50%,222992700,222572,0.10%,台新投信,台新臺灣AI優息動能ETF基金
台新臺灣AI優息動能ETF基金,2,兆豐證券,159350,15.39%,159999900,159350,0.10%,台新投信,台新臺灣AI優息動能ETF基金
台新臺灣AI優息動能ETF基金,3,中信證券,112741,10.89%,112998200,112741,0.10%,台新投信,台新臺灣AI優息動能ETF基金
台新臺灣AI優息動能ETF基金,4,國泰綜合證券,111222,10.74%,111492400,111222,0.10%,台新投信,台新臺灣AI優息動能ETF基金
台新臺灣AI優息動能ETF基金,5,第一金證券,111098,10.73%,111466400,111098,0.10%,台新投信,台新臺灣AI優息動能ETF基金
台新20年期以上BBB美元投資等級公司債ETF基金,1,Jane Street,0,0.00%,0,0,0.00%,台新投信,台新20年期以上BBB美元投資等級公司債ETF基金
台新20年期以上BBB美元投資等級公司債ETF基金,2,永豐金證券,0,0.00%,0,0,0.00%,台新投信,台新20年期以上BBB美元投資等級公司債ETF基金
台新20年期以上BBB美元投資等級公司債ETF基金,3,元大證券,0,0.00%,0,0,0.00%,台新投信,台新20年期以上BBB美元投資等級公司債ETF基金
台新20年期以上BBB美元投資等級公司債ETF基金,4,Susquehanna Financial Group LLLP,0,0.00%,0,0,0.00%,台新投信,台新20年期以上BBB美元投資等級公司債ETF基金
台新20年期以上BBB美元投資等級公司債ETF基金,5,凱基證券,0,0.00%,0,0,0.00%,台新投信,台新20年期以上BBB美元投資等級公司債ETF基金
台新10年期以上特選全球BBB美元投資等級公司債券ETF基金,1,Susquehanna Financial Group LLLP,0,0.00%,0,0,0.00%,台新投信,台新10年期以上特選全球BBB美元投資等級公司債券ETF基金
台新10年期以上特選全球BBB美元投資等級公司債券ETF基金,2,Jane Street,0,0.00%,0,0,0.00%,台新投信,台新10年期以上特選全球BBB美元投資等級公司債券ETF基金
台新10年期以上特選全球BBB美元投資等級公司債券ETF基金,3,nan,0,0.00%,0,0,0.00%,台新投信,台新10年期以上特選全球BBB美元投資等級公司債券ETF基金
台新10年期以上特選全球BBB美元投資等級公司債券ETF基金,4,nan,0,0.00%,0,0,0.00%,台新投信,台新10年期以上特選全球BBB美元投資等級公司債券ETF基金
台新10年期以上特選全球BBB美元投資等級公司債券ETF基金,5,nan,0,0.00%,0,0,0.00%,台新投信,台新10年期以上特選全球BBB美元投資等級公司債券ETF基金
台新美國電力基建息收ETF基金,1,台新證券,3236517,30.01%,4045648259,3236517,0.08%,台新投信,台新美國電力基建息收ETF基金
台新美國電力基建息收ETF基金,2,兆豐證券,1847950,17.14%,2309936699,1847950,0.08%,台新投信,台新美國電力基建息收ETF基金
台新美國電力基建息收ETF基金,3,凱基證券,1583726,14.69%,1979658401,1583726,0.08%,台新投信,台新美國電力基建息收ETF基金
台新美國電力基建息收ETF基金,4,富邦證券,1579730,14.65%,1974661319,1579730,0.08%,台新投信,台新美國電力基建息收ETF基金
台新美國電力基建息收ETF基金,5,永豐金證券,1336529,12.39%,1670659763,1336529,0.08%,台新投信,台新美國電力基建息收ETF基金
台新全球傘型基金之台新標普500 ETF基金 (基金之配息來源可能為收益平準金),1,台新證券,32535,48.14%,40668730,32535,0.08%,台新投信,台新全球傘型基金之台新標普500 ETF基金
台新全球傘型基金之台新標普500 ETF基金 (基金之配息來源可能為收益平準金),2,富邦證券,13189,19.52%,16486905,13189,0.08%,台新投信,台新全球傘型基金之台新標普500 ETF基金
台新全球傘型基金之台新標普500 ETF基金 (基金之配息來源可能為收益平準金),3,群益金鼎證券,12272,18.16%,15338551,12272,0.08%,台新投信,台新全球傘型基金之台新標普500 ETF基金
台新全球傘型基金之台新標普500 ETF基金 (基金之配息來源可能為收益平準金),4,兆豐證券,8161,12.08%,10200904,8161,0.08%,台新投信,台新全球傘型基金之台新標普500 ETF基金
台新全球傘型基金之台新標普500 ETF基金 (基金之配息來源可能為收益平準金),5,國泰綜合證券,754,1.12%,7950960,754,0.01%,台新投信,台新全球傘型基金之台新標普500 ETF基金
台新全球傘型基金之標普科技精選 ETF 基金 (基金之配息來源可能為收益平準金),1,台新證券,36839,31.10%,46050769,36839,0.08%,台新投信,台新全球傘型基金之標普科技精選 ETF 基金
台新全球傘型基金之標普科技精選 ETF 基金 (基金之配息來源可能為收益平準金),2,富邦證券,32607,27.53%,40758675,32607,0.08%,台新投信,台新全球傘型基金之標普科技精選 ETF 基金
台新全球傘型基金之標普科技精選 ETF 基金 (基金之配息來源可能為收益平準金),3,兆豐證券,28716,24.24%,35896521,28716,0.08%,台新投信,台新全球傘型基金之標普科技精選 ETF 基金
台新全球傘型基金之標普科技精選 ETF 基金 (基金之配息來源可能為收益平準金),4,群益金鼎證券,17327,14.63%,21659714,17327,0.08%,台新投信,台新全球傘型基金之標普科技精選 ETF 基金
台新全球傘型基金之標普科技精選 ETF 基金 (基金之配息來源可能為收益平準金),5,國泰綜合證券,2185,1.84%,17296834,2185,0.01%,台新投信,台新全球傘型基金之標普科技精選 ETF 基金
